quarter_start__date,quarter_label,transactions_total__LR__count,price_avg__LR__gbp,price_median__LR__gbp,price_min__LR__gbp,price_max__LR__gbp,boe_house_purchase__LPMVTVX__count,boe_remortgage__LPMB4B3__count,boe_total_secured_lending__LPMB3C8__count,boe_mfi_total_approvals__LPMZ3UP__count,mlar_gross_advances__MLAR_1_21_C_1__gbp,mlar_net_advances__MLAR_1_21_C_2__gbp,mlar_new_commitments__MLAR_1_21_C_3__gbp,mlar_imp_repayment__MLAR_1_32_C_3__pct,mlar_imp_interest_only__MLAR_1_32_C_4__pct,mlar_new_house_purchase__MLAR_1_33_C_29__gbp,mlar_new_remortgage__MLAR_1_33_C_30__gbp
2019-10-01,2019Q4,275902,352654.95,235000.00,100.00,542540820.00,66782.0000000000000000000000,50134.3333333333333333333333,131156.6666666666666666666667,122537.0000000000000000000000,64151514000.000000000000000000,14208405000.000000000000000000,60871867000.000000000000000000,0.705,0.697,59754000.000000000000000000,33212000.000000000000000000
2020-01-01,2020Q1,218313,359579.21,235000.00,1.00,400000000.00,65755.6666666666666666666667,48946.3333333333333333333333,128406.6666666666666666666667,120077.6666666666666666666667,56369748000.000000000000000000,9459415000.000000000000000000,57927042000.000000000000000000,0.673,0.698,54886000.000000000000000000,37235000.000000000000000000
2020-04-01,2020Q2,130743,356372.99,230000.00,100.00,303470000.00,21885.6666666666666666666667,33449.6666666666666666666667,62042.3333333333333333333333,54765.0000000000000000000000,37614010000.000000000000000000,2702611000.000000000000000000,29331142000.000000000000000000,0.561,0.697,48865000.000000000000000000,44097000.000000000000000000
2020-07-01,2020Q3,227436,388787.51,250000.00,100.00,286000000.00,81475.6666666666666666666667,33582.3333333333333333333333,126361.6666666666666666666667,118082.0000000000000000000000,54466139000.000000000000000000,12441254000.000000000000000000,69522490000.000000000000000000,0.483,0.683,64195000.000000000000000000,28457000.000000000000000000
2020-10-01,2020Q4,320595,384376.44,265000.00,100.00,366180000.00,103845.3333333333333333333333,34860.6666666666666666666667,152349.0000000000000000000000,139487.6666666666666666666667,67829687000.000000000000000000,18724240000.000000000000000000,77510084000.000000000000000000,0.408,0.666,72286000.000000000000000000,20614000.000000000000000000
2021-01-01,2021Q1,346559,397985.23,285000.00,100.00,900000000.00,87531.6666666666666666666667,34311.3333333333333333333333,135818.3333333333333333333333,124335.3333333333333333333333,73248597000.000000000000000000,19759656000.000000000000000000,67629923000.000000000000000000,0.406,0.640,73040000.000000000000000000,20250000.000000000000000000
2021-04-01,2021Q2,380483,399481.91,290000.00,100.00,421364142.00,83667.6666666666666666666667,34315.0000000000000000000000,131475.3333333333333333333333,120497.6666666666666666666667,78715313000.000000000000000000,25914587000.000000000000000000,76774153000.000000000000000000,0.453,0.608,75366000.000000000000000000,18527000.000000000000000000
2021-07-01,2021Q3,302336,362519.59,245000.00,1.00,523000000.00,71276.3333333333333333333333,39336.3333333333333333333333,123770.0000000000000000000000,115201.3333333333333333333333,64485158000.000000000000000000,15339843000.000000000000000000,69317408000.000000000000000000,0.449,0.558,67255000.000000000000000000,25879000.000000000000000000
2021-10-01,2021Q4,251546,394799.80,250000.00,100.00,292000000.00,70012.3333333333333333333333,45324.6666666666666666666667,130426.0000000000000000000000,121928.0000000000000000000000,61758081000.000000000000000000,12056419000.000000000000000000,67315297000.000000000000000000,0.478,0.581,60483000.000000000000000000,31663000.000000000000000000
2022-01-01,2022Q1,248083,400353.28,265000.00,100.00,160283075.00,70356.3333333333333333333333,48140.3333333333333333333333,135135.0000000000000000000000,127188.3333333333333333333333,66286146000.000000000000000000,16237393000.000000000000000000,70856728000.000000000000000000,0.468,0.569,58928000.000000000000000000,33289000.000000000000000000
2022-04-01,2022Q2,259087,410896.25,275000.00,100.00,429000000.00,65227.6666666666666666666667,45175.3333333333333333333333,124538.3333333333333333333333,112801.0000000000000000000000,67090371000.000000000000000000,17280069000.000000000000000000,73145953000.000000000000000000,0.496,0.532,61101000.000000000000000000,31127000.000000000000000000
2022-07-01,2022Q3,287233,431712.60,290000.00,1.00,480000000.00,66425.0000000000000000000000,48994.3333333333333333333333,129120.0000000000000000000000,121458.3333333333333333333333,74833017000.000000000000000000,19985071000.000000000000000000,76515300000.000000000000000000,0.486,0.526,64544000.000000000000000000,28342000.000000000000000000
2022-10-01,2022Q4,281223,412160.55,290000.00,100.00,243970000.00,48517.6666666666666666666667,36918.0000000000000000000000,94444.6666666666666666666667,89773.3333333333333333333333,71595730000.000000000000000000,13045063000.000000000000000000,51869676000.000000000000000000,0.501,0.525,63200000.000000000000000000,30863000.000000000000000000
2023-01-01,2023Q1,208679,401918.18,272250.00,100.00,201146664.00,44661.3333333333333333333333,28471.3333333333333333333333,80480.3333333333333333333333,75530.0000000000000000000000,52619421000.000000000000000000,1979205000.000000000000000000,42918115000.000000000000000000,0.407,0.499,56130000.000000000000000000,38435000.000000000000000000
2023-04-01,2023Q2,197236,414153.98,274500.00,1.00,267500000.00,51639.0000000000000000000000,34979.0000000000000000000000,95140.3333333333333333333333,86748.6666666666666666666667,47651986000.000000000000000000,2454436000.000000000000000000,54442887000.000000000000000000,0.519,0.509,59497000.000000000000000000,34989000.000000000000000000
2023-07-01,2023Q3,230159,408999.84,282500.00,100.00,251000000.00,45988.0000000000000000000000,28251.3333333333333333333333,81385.6666666666666666666667,75011.6666666666666666666667,56662907000.000000000000000000,5189476000.000000000000000000,45640956000.000000000000000000,0.534,0.498,63275000.000000000000000000,32008000.000000000000000000
2023-10-01,2023Q4,223152,399515.56,275000.00,100.00,132036715.00,50062.0000000000000000000000,26926.6666666666666666666667,84149.6666666666666666666667,78169.0000000000000000000000,48925679000.000000000000000000,3705064000.000000000000000000,42179792000.000000000000000000,0.553,0.497,64585000.000000000000000000,30383000.000000000000000000
2024-01-01,2024Q1,191576,398044.37,270000.00,1.00,164300000.00,59286.0000000000000000000000,33770.6666666666666666666667,102269.6666666666666666666667,95780.0000000000000000000000,47084609000.000000000000000000,429852000.000000000000000000,54889521000.000000000000000000,0.588,0.446,59802000.000000000000000000,34624000.000000000000000000
2024-04-01,2024Q2,218024,392374.80,276000.00,100.00,90000000.00,61458.3333333333333333333333,28464.6666666666666666666667,99298.6666666666666666666667,91336.0000000000000000000000,54558865000.000000000000000000,8544906000.000000000000000000,61191245000.000000000000000000,0.649,0.450,63461000.000000000000000000,31279000.000000000000000000
2024-07-01,2024Q3,248745,401268.20,287000.00,1.00,185000000.00,64089.3333333333333333333333,27978.3333333333333333333333,101315.6666666666666666666667,96141.3333333333333333333333,60131369000.000000000000000000,12111245000.000000000000000000,60437041000.000000000000000000,0.672,0.444,70234000.000000000000000000,24636000.000000000000000000
2024-10-01,2024Q4,265669,397677.23,285000.00,100.00,162000000.00,66661.3333333333333333333333,31748.6666666666666666666667,108625.0000000000000000000000,103250.6666666666666666666667,62808960000.000000000000000000,12770870000.000000000000000000,63128836000.000000000000000000,0.690,0.433,69628000.000000000000000000,25502000.000000000000000000
2025-01-01,2025Q1,282250,392120.29,300000.00,1.00,190498163.00,65395.3333333333333333333333,33420.6666666666666666666667,109872.6666666666666666666667,105695.0000000000000000000000,71033959000.000000000000000000,21023899000.000000000000000000,62403259000.000000000000000000,0.653,0.432,72424000.000000000000000000,22934000.000000000000000000
2025-04-01,2025Q2,157047,366061.21,262500.00,1.00,81370000.00,62989.0000000000000000000000,39462.3333333333333333333333,114545.3333333333333333333333,105882.0000000000000000000000,53066284000.000000000000000000,7981445000.000000000000000000,71892034000.000000000000000000,0.968,0.401,62065000.000000000000000000,31704000.000000000000000000
2025-07-01,2025Q3,196795,382992.82,283000.00,100.00,793020000.00,65039.0000000000000000000000,37880.0000000000000000000000,115780.3333333333333333333333,109847.0000000000000000000000,73592296000.000000000000000000,17365274000.000000000000000000,72158922000.000000000000000000,0.722,0.405,64095000.000000000000000000,30900000.000000000000000000
2025-10-01,2025Q4,167584,351168.74,280000.00,100.00,260000000.00,63219.6666666666666666666667,36232.0000000000000000000000,112983.3333333333333333333333,107733.6666666666666666666667,,,,,,,
2026-01-01,2026Q1,54960,357280.62,280000.00,295.00,66325000.00,61291.5000000000000000000000,39626.5000000000000000000000,115393.5000000000000000000000,111922.5000000000000000000000,,,,,,,
